model,persona,role,rank,word,weight
cvae_P11_L1e-06,0,agent,1,said,1.256569743156433
cvae_P11_L1e-06,0,agent,2,had,0.812988817691803
cvae_P11_L1e-06,0,agent,3,looked,0.743678867816925
cvae_P11_L1e-06,0,agent,4,know,0.7350097298622131
cvae_P11_L1e-06,0,agent,5,felt,0.6995399594306946
cvae_P11_L1e-06,0,agent,6,asked,0.6980708837509155
cvae_P11_L1e-06,0,agent,7,thought,0.6592885255813599
cvae_P11_L1e-06,0,agent,8,saw,0.6531446576118469
cvae_P11_L1e-06,0,agent,9,want,0.6368018984794617
cvae_P11_L1e-06,0,agent,10,have,0.632870078086853
cvae_P11_L1e-06,0,agent,11,wanted,0.5905023217201233
cvae_P11_L1e-06,0,agent,12,see,0.565750002861023
cvae_P11_L1e-06,0,agent,13,sat,0.5635725259780884
cvae_P11_L1e-06,0,agent,14,think,0.5444559454917908
cvae_P11_L1e-06,0,agent,15,came,0.5339149832725525
cvae_P11_L1e-06,0,agent,16,say,0.46832364797592163
cvae_P11_L1e-06,0,agent,17,go,0.4637065827846527
cvae_P11_L1e-06,0,agent,18,got,0.45380115509033203
cvae_P11_L1e-06,0,agent,19,stood,0.4447934329509735
cvae_P11_L1e-06,0,agent,20,feel,0.4430776536464691
cvae_P11_L1e-06,0,agent,21,tell,0.44270142912864685
cvae_P11_L1e-06,0,agent,22,do,0.440430611371994
cvae_P11_L1e-06,0,agent,23,left,0.4362249970436096
cvae_P11_L1e-06,0,agent,24,going,0.43374118208885193
cvae_P11_L1e-06,0,agent,25,put,0.4223855137825012
cvae_P11_L1e-06,0,agent,26,come,0.3813636004924774
cvae_P11_L1e-06,0,agent,27,let,0.36382973194122314
cvae_P11_L1e-06,0,agent,28,get,0.36282026767730713
cvae_P11_L1e-06,0,agent,29,like,0.3326038420200348
cvae_P11_L1e-06,0,agent,30,look,0.32668253779411316
cvae_P11_L1e-06,0,agent,31,take,0.3265330493450165
cvae_P11_L1e-06,0,agent,32,remember,0.3229250907897949
cvae_P11_L1e-06,0,agent,33,understand,0.30148088932037354
cvae_P11_L1e-06,0,agent,34,need,0.2920799255371094
cvae_P11_L1e-06,0,agent,35,hear,0.29104819893836975
cvae_P11_L1e-06,0,agent,36,make,0.2835146188735962
cvae_P11_L1e-06,0,agent,37,mean,0.25884300470352173
cvae_P11_L1e-06,0,agent,38,spoke,0.24542708694934845
cvae_P11_L1e-06,0,agent,39,ask,0.24454110860824585
cvae_P11_L1e-06,0,agent,40,find,0.23906196653842926
cvae_P11_L1e-06,0,agent,41,read,0.23506037890911102
cvae_P11_L1e-06,0,agent,42,help,0.23481601476669312
cvae_P11_L1e-06,0,agent,43,believe,0.22381271421909332
cvae_P11_L1e-06,0,agent,44,become,0.2060939073562622
cvae_P11_L1e-06,0,agent,45,love,0.20535312592983246
cvae_P11_L1e-06,0,agent,46,stop,0.18678925931453705
cvae_P11_L1e-06,0,agent,47,arrived,0.1755075454711914
cvae_P11_L1e-06,0,agent,48,doing,0.1574362814426422
cvae_P11_L1e-06,0,agent,49,give,0.152676522731781
cvae_P11_L1e-06,0,agent,50,lay,0.13940997421741486
cvae_P11_L1e-06,0,patient,1,tell,0.8622128367424011
cvae_P11_L1e-06,0,patient,2,see,0.845648467540741
cvae_P11_L1e-06,0,patient,3,asked,0.731145441532135
cvae_P11_L1e-06,0,patient,4,take,0.6926382780075073
cvae_P11_L1e-06,0,patient,5,saw,0.5873337388038635
cvae_P11_L1e-06,0,patient,6,ask,0.5580453276634216
cvae_P11_L1e-06,0,patient,7,left,0.5115363001823425
cvae_P11_L1e-06,0,patient,8,find,0.4980536103248596
cvae_P11_L1e-06,0,patient,9,help,0.49745598435401917
cvae_P11_L1e-06,0,patient,10,put,0.49702054262161255
cvae_P11_L1e-06,0,patient,11,know,0.4946763515472412
cvae_P11_L1e-06,0,patient,12,thank,0.48032498359680176
cvae_P11_L1e-06,0,patient,13,love,0.4687967002391815
cvae_P11_L1e-06,0,patient,14,keep,0.4561450481414795
cvae_P11_L1e-06,0,patient,15,call,0.43795451521873474
cvae_P11_L1e-06,0,patient,16,get,0.42286112904548645
cvae_P11_L1e-06,0,patient,17,leave,0.3689226806163788
cvae_P11_L1e-06,0,patient,18,watching,0.3476879596710205
cvae_P11_L1e-06,0,patient,19,hurt,0.33992478251457214
cvae_P11_L1e-06,0,patient,20,gone,0.3269476592540741
cvae_P11_L1e-06,0,patient,21,stop,0.32062432169914246
cvae_P11_L1e-06,0,patient,22,meet,0.31616920232772827
cvae_P11_L1e-06,0,patient,23,married,0.30569255352020264
cvae_P11_L1e-06,0,patient,24,bring,0.30093592405319214
cvae_P11_L1e-06,0,patient,25,leaving,0.30074697732925415
cvae_P11_L1e-06,0,patient,26,asking,0.27556103467941284
cvae_P11_L1e-06,0,patient,27,visit,0.23692944645881653
cvae_P11_L1e-06,0,patient,28,touch,0.2098829597234726
cvae_P11_L1e-06,0,patient,29,kill,0.20317739248275757
cvae_P11_L1e-06,0,patient,30,kiss,0.20241086184978485
cvae_P11_L1e-06,0,patient,31,believe,0.18988366425037384
cvae_P11_L1e-06,0,patient,32,show,0.1776704043149948
cvae_P11_L1e-06,0,patient,33,remind,0.1757843792438507
cvae_P11_L1e-06,0,patient,34,give,0.16608580946922302
cvae_P11_L1e-06,0,patient,35,force,0.16392633318901062
cvae_P11_L1e-06,0,patient,36,hold,0.1611052006483078
cvae_P11_L1e-06,0,patient,37,forgive,0.15394584834575653
cvae_P11_L1e-06,0,patient,38,teach,0.1478625386953354
cvae_P11_L1e-06,0,patient,39,hear,0.14736129343509674
cvae_P11_L1e-06,0,patient,40,watch,0.1366538554430008
